Ticket #,Type,Open Date,Summary of the Request,Client,Status,Priority,Rank,Res. Assignee,SLA Start,Projected Violation,Change Order,Chg Ord Status,SBM Status,Violation Date,Resource Grp,Client View,Close Date,CS Group,External Ticket,Area,Resolution Code
24538,Incident,6/3/2013 16:11,CBKNAQA-3427 Customer uses free promo code but unable to checkout because credit card is not accepted,Christopher and Banks,Closed,P1,,,,,,,,,v11 CBK Launch Team,YES,6/12/2013 9:49,CBK.TAM,,v11.Storefront Related Issues.Checkout,
24531,Incident,6/3/2013 15:37,CBKNAQA-3439 Customers with free product promo code is being charged -$0.01,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,6/5/2013 17:11,CBK.TAM,,v11.Storefront Related Issues.Tax,
24484,Incident,6/3/2013 10:19,CBKNAQA-3456 URL Tagging / Reporting,Christopher and Banks,Closed,P2,,,,,,,,,v11 CBK Launch Team,YES,6/28/2013 8:57,CBK.TAM,,v11.Reporting Related Issues.Omniture,
24417,Incident,5/31/2013 16:00,CBKNAQA-3424 CBK No Orders Received since 1pm,Sheperdsville,Closed,P1,,,,,,,,,v11 CBK Launch Team,NO,6/3/2013 9:11,,,v11.Order Processing Related Issues.Orders Delayed/Missing,
24411,Incident,5/31/2013 14:12,Cleanup of OMS CBK orders for CIQ 22519 - nubridges timeouts,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/24/2013 10:48,CBK.TAM,,v11.Order Processing Related Issues.Orders Delayed/Missing,
24393,Incident,5/31/2013 11:57,CBKNAQA-3438 Customer not getting Free shipping and discounts,Christopher and Banks,Closed,P2,,,,,,,,,v11 CBK Launch Team,YES,7/15/2013 15:28,CBK.TAM,,v11.Storefront Related Issues.Checkout,
24385,Incident,5/31/2013 10:34,CBKNAQA-3409 Online Exclusive and Available bubbles are appearing under every product in the category page. Please turn off the bubbles!,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/5/2013 10:02,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
24334,Incident,5/30/2013 13:52,"INFRA-5449 External IP's for WS,AOS and CSR on TST02 ",Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/28/2013 10:32,CBK.TAM,,v11.Call Center Related Issues.AOS,
24331,Incident,5/30/2013 13:39,INFRA-5447 We need solr configuration,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/28/2013 10:08,CBK.TAM,,v11.Operations Related Issues.Operations,
24328,Incident,5/30/2013 13:36,INFRA-5318  Notifications of emails-Canada requires unchecked ,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/5/2013 11:50,CBK.TAM,,v11.Storefront Related Issues.MyAccount,
24293,Incident,5/30/2013 3:44,The CBKNA EDIT jobs have finished with exception at 3:20 AM. ,Christopher and Banks,Closed,P1,,,,,,,,,v11 CBK Launch Team,NO,6/24/2013 10:36,CBK.TAM,,v11.Data Migration,
24224,Incident,5/29/2013 5:27,V11 DW load failed for CBK due to object no longer exists,Christopher and Banks,Closed,P1,,,,,,,,,v11 CBK Launch Team,NO,6/24/2013 10:36,CBK.TAM,,v11.Data Migration,
24216,Incident,5/28/2013 20:31,CBKNAQA-3418 When a user selects a size and add to bag you get a security warning: ,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/5/2013 10:00,CBK.TAM,,v11.Feeds Related Issues.Data Warehouse,
24193,Request,5/28/2013 15:18,"V11 Order - CBK OMS Order #100000562531, Request ID 004107",CS Clothing,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/28/2013 15:26,Clothing.Client Services Ops,,v11.Call Center Related Issues.GSI Customer Care,
24170,Incident,5/28/2013 12:01,CBKNAQA-3409 Online Exclusive and Available bubbles are appearing under every product in the category page. Please turn off the bubbles!,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,5/30/2013 16:10,CBK.TAM,,v11.Storefront Related Issues.Category,
24168,Incident,5/28/2013 11:56,CBKNAQA-3411 Please turn off AutoComplete for all textboxes during AOS Checkout,Christopher and Banks,Closed,P2,,,6/17/2013 17:00,,,,,6/19/2013 17:00,v11 CBK Launch Team,YES,6/24/2013 10:39,CBK.TAM,,v11.Storefront Related Issues.Checkout,
24148,Incident,5/28/2013 10:13,CBKNAQA-3405 Image not appearing for Belted Linen Skirt 9-00808816606,Christopher and Banks,Closed,P2,,"Flieck, Brian ",,,,,,,v11 CBK Launch Team,YES,5/30/2013 16:14,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
24066,Incident,5/24/2013 11:05,CBKNAQA-3357 Partner: CBK & CJB - Issue: Duplicate Orders/Duplicate Items Being Ordered,CS Clothing,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/31/2013 11:11,Clothing.Client Services Ops,,v11.Storefront Related Issues.Checkout,
24063,Incident,5/24/2013 10:34,CBKNAQA-2750 CLONE - Exceptions print personal information,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,7/12/2013 15:22,CBK.TAM,,v11.Storefront Related Issues.MyAccount,
24062,Incident,5/24/2013 10:31,CBKNAQA-3025 Duty calculation for promotion part is not included in order create request; thus duty transferred to backend is based on product original price,Christopher and Banks,Closed,P3,,"Belz, Robert ",,,,,,,v11 CBK Launch Team,NO,7/21/2013 17:39,CBK.TAM,,v11.Storefront Related Issues.Checkout,
24053,Incident,5/24/2013 8:19,"(OMS) VPRS-14685 OMS is calling PaymentService RevealPan in production with empty Token value, triggering e-mail alerts",Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/24/2013 10:48,CBK.TAM,,v11.Storefront Related Issues.Checkout,
24031,Incident,5/23/2013 17:46,Online Exclusive and Available bubbles are appearing under every product in the category page. Please turn off the bubbles!,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,5/24/2013 10:04,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
24021,Incident,5/23/2013 16:12,CBKNAQA-3397 CBK Production Issue - Two CBK Jobs that run in parallel have conflicts and error out,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/24/2013 9:57,CBK.TAM,,v11.Operations Related Issues.Operations,
24007,Incident,5/23/2013 15:03,CBKNAQA-3395 Drop in outgoing CBK marketing emails.,Christopher and Banks,Closed,P2,,,,,,,,,v11 CBK Launch Team,NO,5/28/2013 13:39,CBK.TAM,,v11.Email Related Issues.Marketing Emails,
24003,Incident,5/23/2013 14:22,CBK Production Issue - Two CBK Jobs that run in parallel have conflicts and error out,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,7/21/2013 17:30,CBK.TAM,,v11.GSI Manager.GSI Manager,
23998,Incident,5/23/2013 14:04,CBKNAQA-3347 CBK/CJB Replication and Cache Clear,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/10/2013 10:51,CBK.TAM,,v11.GSI Manager.GSI Manager,
23996,Incident,5/23/2013 13:55,Page cache preferences are replicated,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,7/21/2013 17:19,CBK.TAM,,v11.GSI Manager.GSI Manager,
23992,Incident,5/23/2013 13:40,CBKNAQA-3414 CBK/CJB Refunds - Processing for incorrect amounts due to inconsistent Vertex tax jurisdiction returned ,CS Clothing,Closed,P2,,"Rajan, Alex ",,,,,,,v11 CBK Launch Team,NO,7/21/2013 17:15,Clothing.Client Services Ops,,v11.Call Center Related Issues.GSI Customer Care,
23978,Incident,5/23/2013 12:04,CBKNA - Off-DC inventory count dropoff after intraday replication job ran,SysOps,Closed,P3,,"Murack, David ",7/23/2013 18:36,,,,,,v11 CBK Launch Team,NO,7/31/2013 14:09,,,v11.Storefront Related Issues.WebStore Display,
23952,Request,5/23/2013 9:02,Banner on their home page are going to blank pages ,Christopher and Banks,Closed,P1,,,,,,,,,v11 CBK Launch Team,NO,5/24/2013 12:30,CBK.TAM,,v11.Storefront Related Issues.Performance,
23949,Incident,5/23/2013 8:50,CBKNAQA-3390 CBK/CJB: Text and pricing display not centered on family pages - Urgent,Central Tools Support User,Closed,P2,,,5/24/2013 12:18,,,,,5/28/2013 12:18,v11 CBK Launch Team,NO,5/29/2013 9:34,,,v11.Storefront Related Issues.WebStore Display,
23939,Incident,5/22/2013 17:10,Incorrectly charging tax for MT zipcode 59221,Christopher and Banks,Closed,P2,,,,,,,,,v11 CBK Launch Team,YES,5/24/2013 10:47,CBK.TAM,,v11.Storefront Related Issues.Tax,
23915,Incident,5/22/2013 11:29,(OMS) CBKNAQA-3389 Amount invoiced in master invoice 201000014111 does not match amount posted to GL ,Christopher and Banks,Closed,P3,,"Gurram, Vinay ",,,,,,,v11 CBK Launch Team,NO,6/14/2013 16:33,CBK.TAM,,v11.Finance Related Issues,
23884,Incident,5/21/2013 17:27,Customer's gift card still shows as created. ,CS Clothing,Closed,P3,,,5/31/2013 15:16,,,,,,v11 CBK Launch Team,NO,6/21/2013 13:36,Clothing.Client Services Ops,,CustomerService_v9_v10.Order Processing Related Issues.Gift card related issue,
23883,Incident,5/21/2013 17:13,CBKNAQA-3386  The customer is added to Epicor correctly.  However the membership date is wrong in CRM systems for CBK and CJB.,Christopher and Banks,Closed,P2,,,,,,,,,v11 CBK Launch Team,NO,6/24/2013 10:41,CBK.TAM,,v11.Storefront Related Issues.MyAccount,
23877,Incident,5/21/2013 15:14,CBKNAQA-3380 Shipment Tracking ICS Mapping change for Production ,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,7/25/2013 10:50,CBK.TAM,,v11.Storefront Related Issues.Store Cartridge,
23851,Incident,5/21/2013 11:31,CBKNAQA-3372 CBK/CJB: Unable to access the design view in GSI Manager,Central Tools Support User,Closed,P2,,,,,,,,,v11 CBK Launch Team,YES,6/3/2013 14:11,,,v11.GSI Manager.Master Content,
23850,Request,5/21/2013 11:30,Credit was entered but not processed through,CS Clothing,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/10/2013 11:31,Clothing.Client Services Ops,,GSIS COPS System Request.Client support request,
23848,Incident,5/21/2013 11:12,CBKNAQA-3373 Order Tender report does not reconcile with Partner Tender report for the month of May,Christopher and Banks,Closed,P3,,"Akuthota, Siva ",,,,,Change is Live,,v11 CBK Launch Team,NO,7/31/2013 14:39,CBK.TAM,,v11.Finance Related Issues,
23844,Incident,5/21/2013 11:01,(OMS) CBKNAQA-3370 Aging Orders for Christopher & Banks,Sheperdsville,Closed,P3,,"Felix, Chris ",,,,,,,v11 CBK Launch Team,NO,6/27/2013 11:58,,,v11.Fulfillment Related Issues.Shipping,
23831,Request,5/21/2013 9:35,CBKNAQA-3381 The links on the Shipping and Order Confirmation Emails are incorrect,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,7/25/2013 10:49,CBK.TAM,,v11.Email Related Issues.Transaction Emails,
23812,Incident,5/20/2013 17:11,CBKNAQA-3371 Webpage Analytics Errors; details attached,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,7/21/2013 17:01,CBK.TAM,,v11.Webanalytics.Pages and Products,
23805,Incident,5/20/2013 15:48,CBKNAQA-3363-Bizrate Implementation for CBK/CJB,Christopher and Banks,Closed,P3,,"Jadhav, Sameer ",,,,,,,v11 CBK Launch Team,NO,7/21/2013 16:59,CBK.TAM,,v11.Storefront Related Issues.WebStore Navigation,
23799,Incident,5/20/2013 15:20,CBKNAQA-3367 Customer adds 2 items to cart. The quantity randomly changes once it is in the cart,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,6/26/2013 13:54,CBK.TAM,,v11.Storefront Related Issues.Checkout,
23787,Incident,5/20/2013 12:36,CBKNAQA-3357 Customer places an order but is charged 3 times and receives 3 shipments,Christopher and Banks,Closed,P2,,,,,,,,,v11 CBK Launch Team,YES,6/24/2013 10:39,CBK.TAM,,v11.Fulfillment Related Issues.Shipping,
23765,Incident,5/20/2013 10:06,CBKNAQA-3355 Fulfiller Aging Report Update Delay + Negative Aging,Christopher and Banks,Closed,P3,,"Suresh, Radhika ",5/20/2013 12:31,,,,Change is Live,,v11 CBK Launch Team,NO,6/24/2013 10:48,CBK.TAM,,v11.GSI Store Reporting.GSI Store Reporting,
23754,Incident,5/20/2013 5:17,CJB - V11 DW load failed due to duplicates in the order_line_status_br_fact table,Christopher and Banks,Closed,P1,,,,,,,,,v11 CBK Launch Team,NO,5/20/2013 17:47,,,v11.Feeds Related Issues.Data Warehouse,
23749,Incident,5/19/2013 20:05,CBKNAQA-3364 CJB - No orders flowing into LogPro since 05/19/2013 @ 13:00,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/10/2013 15:45,,,v11.Warehouse Related Issues.LogPro,
23742,Incident,5/19/2013 7:16,CBK/CJB order job delay,Christopher and Banks,Closed,P1,,,,,,,,,v11 CBK Launch Team,NO,5/24/2013 10:50,CBK.TAM,,v11.Order Processing Related Issues.Orders Delayed/Missing,
23732,Incident,5/18/2013 12:50,CBKNAQA-3368 hristopher and Banks - ECP Test Product Purchase - GSI FF Agent,Christopher and Banks,Closed,P2,,,,,,,,,v11 CBK Launch Team,NO,6/5/2013 8:38,,,v11.Order Processing Related Issues.Order Flow,
23726,Incident,5/17/2013 19:03,Misconfigured Listners caused TST01 Environment consume and send data to PRD systems,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,7/19/2013 20:54,,,v11.Order Processing Related Issues.Order Flow,
23725,Incident,5/17/2013 16:57,CBKNAQA-3347 - CBK/CJB Replication and Cache Clear,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/24/2013 11:30,CBK.TAM,,v11.GSI Manager.Organizations,
23707,Incident,5/17/2013 11:09,CBKNAQA-3365 CBK- Skus are not valid in JDA to be able to receive against,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/10/2013 15:45,,,v11.Feeds Related Issues.Fufillment,
23704,Request,5/17/2013 10:59,Customer service requires additional user authority to support addition of payment information to reprocess orders,Christopher and Banks,Closed,P3,,"Soni, Uttam ",,,,,,,v11 CBK Launch Team,NO,7/25/2013 10:50,CBK.TAM,,v11.Finance Related Issues,
23688,Incident,5/17/2013 6:01,CBKNA - Replication failures affecting product promotions.,SysOps,Closed,P1,,,,,,,,,v11 CBK Launch Team,NO,5/17/2013 15:13,,,v11.Data Migration,
23673,Incident,5/16/2013 15:10,CBKNAQA-3345 CF Request: promo combinability,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/22/2013 10:31,CBK.TAM,,v11.Order Processing Related Issues.Order Flow,
23654,Request,5/16/2013 14:00,One of my W@H agents is receiving the attached error when she attempts to open the CSR Webstore. Can you please look into this issue and advise?,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,7/24/2013 16:18,Clothing.Client Services Ops,,v11.Call Center Related Issues.CSR Webstore,
23634,Incident,5/16/2013 11:21,CBKNAQA-3361 Gift wrap messaging is missing in CJbanks.com,Christopher and Banks,Closed,P3,14,,,,,,,,v11 CBK Launch Team,YES,5/24/2013 13:28,CBK.TAM,,v11.Storefront Related Issues.Checkout,
23628,Incident,5/16/2013 10:27,CBKNAQA-3374 ECP - Need to be able to run Data Warehouse feeds mutliple times without resending duplicate files,SysOps,Closed,P3,,"Jadhav, Sameer ",,,,,,,v11 CBK Launch Team,NO,7/21/2013 17:01,,,v11.Feeds Related Issues.Data Warehouse,
23627,Incident,5/16/2013 10:14,CBKNAQA-3375 Require Three Store Reporting Production Configuration and Code Changes to Support Production Stores,Christopher and Banks,Closed,P3,,,,,,,Change is Live,,v11 CBK Launch Team,NO,5/30/2013 19:04,CBK.TAM,,v11.GSI Store Reporting.GSI Store Reporting,
23622,Incident,5/16/2013 9:54,CBKNAQA-3341 Site map links do work but they are the wrong format,Christopher and Banks,Closed,P3,,"Boyd, Colin ",,,,,,,v11 CBK Launch Team,NO,7/24/2013 15:48,CBK.TAM,,v11.Storefront Related Issues.WebStore Navigation,
23604,Incident,5/16/2013 7:18,CBK/CJB Indicative alerts and Product count drop,Christopher and Banks,Closed,P1,,,5/16/2013 11:30,,,,Change Canceled,,v11 CBK Launch Team,NO,5/16/2013 17:17,CBK.TAM,,v11.Performance Related Issues.Indicative Alerts,
23584,Incident,5/15/2013 17:00,CBKNAQA-3337 CBK charges are not loaded into DW,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/11/2013 14:37,CBK.TAM,,v11.GSI Store Reporting.GSI Store Reporting,
23565,Incident,5/15/2013 14:16,"CBKNAQA-3362 Promo Code is showing as ""invalid"" in preview",Christopher and Banks,Closed,P3,,"Sokolov, Stanislav ",,,,,,,v11 CBK Launch Team,YES,6/11/2013 11:33,CBK.TAM,,v11.GSI Manager.GSI Manager,
23554,Incident,5/15/2013 12:36,CBKNAQA-3333 Routing of Friendship Rewards Program emails,Christopher and Banks,Closed,P2,,"Golubev, Alexander ",,,,,,,v11 CBK Launch Team,NO,6/6/2013 14:23,CBK.TAM,,v11.Email Related Issues.Marketing Emails,
23529,Incident,5/15/2013 10:30,CBKNAQA-3328 Contact us by e-mail is going to the contact us by mail/phone page,Christopher and Banks,Closed,P1,,"Jadhav, Sameer ",,,,,,,v11 CBK Launch Team,YES,5/16/2013 14:05,CBK.TAM,,v11.Email Related Issues.Transaction Emails,
23520,Incident,5/15/2013 9:46,CBKNQA - 3330 Product Demand is the same as Gross Product Demand for CB in Store Reporting,Christopher and Banks,Closed,P2,,"Suresh, Radhika ",5/17/2013 14:09,,,,Change is Live,5/21/2013 14:09,v11 CBK Launch Team,YES,5/23/2013 16:17,CBK.TAM,,v11.GSI Store Reporting.GSI Store Reporting,
23484,Incident,5/14/2013 21:10,(OMS) CBKNAQA-3369 (OMS) CBK - Orders shipment records are intermitently missing to be processed into JDA inventory transcational file. ,Christopher and Banks,Closed,P2,,"Felix, Chris ",5/28/2013 12:06,,,,,,v11 CBK Launch Team,NO,6/24/2013 10:39,CBK.TAM,,v11.Order Processing Related Issues.Orders Delayed/Missing,
23479,Incident,5/14/2013 18:19,CBK/CJB Packing Slips - Providing Incorrect Pricing Information,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/22/2013 10:57,Clothing.Client Services Ops,,v11.Fulfillment Related Issues.Invoice,
23451,Incident,5/14/2013 14:22,"CBKNAQA-3334 AOS-""General error"" when item in card was being removed",Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,5/21/2013 13:16,CBK.TAM,,v11.Storefront Related Issues.Checkout,
23448,Incident,5/14/2013 14:17,Click on box for order status in Order Received e-mail results in DNS error,Christopher and Banks,Closed,P3,14,,,,,,,,v11 CBK Launch Team,YES,6/27/2013 22:27,CBK.TAM,,v11.Email Related Issues.Transaction Emails,
23446,Incident,5/14/2013 14:10,Clearsaleing data is inaccurate,Christopher and Banks,Closed,P3,,,,,,,Change is Live,,v11 CBK Launch Team,NO,6/24/2013 10:52,CBK.TAM,,v11.Feeds Related Issues.Data Warehouse,
23443,Incident,5/14/2013 14:02,(OMS) CBKNAQA-3342 - Credit was created but is stuck in Open Status,Christopher and Banks,Closed,P3,,"Alexander, John ",5/15/2013 2:48,,,,,6/5/2013 17:59,v11 CBK Launch Team,NO,7/21/2013 15:45,Clothing.Client Services Ops,,v11.Order Processing Related Issues.Orders Delayed/Missing,
23440,Incident,5/14/2013 13:51,CBK/CJB Gomez Alerts,Christopher and Banks,Closed,P3,,,7/20/2013 23:14,,,,,,v11 CBK Launch Team,NO,7/25/2013 14:31,,,v11.Performance Related Issues.Gomez,
23396,Incident,5/14/2013 9:51,Pentaho is down on 07/02 Servers for Store Reporting,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/30/2013 19:33,CBK.TAM,,v11.GSI Store Reporting.GSI Store Reporting,
23394,Incident,5/14/2013 9:16,(OMS) CBKNAQA-3403 Viewing  Tender Transaction Details from Payment Inquiry Screen,Christopher and Banks,Closed,P3,,"Soni, Uttam ",,,,,,,v11 CBK Launch Team,NO,6/28/2013 11:07,Clothing.Client Services Ops,,v11.Sterling Integrator Issues.Restricted Party Screening,
23384,Incident,5/14/2013 4:43,CBKNAQA-3320 CJB - SQL to load order header table appears to be incorrect,"Partica, Frank ",Closed,P2,,"Sriram, Saradha ",,,,,,,v11 CBK Launch Team,NO,5/15/2013 13:42,,,v11.Feeds Related Issues.Data Warehouse,
23383,Incident,5/14/2013 3:49,CJB - Batch process failed loading into the data warehouse last night.,"Partica, Frank ",Closed,P1,,"Sriram, Saradha ",,,,,Change is Live,,v11 CBK Launch Team,NO,5/20/2013 13:41,,,v11.Feeds Related Issues.Data Warehouse,
23380,Incident,5/13/2013 18:13,Subcategory changes are not previewing ,Christopher and Banks,Closed,P3,14,,,,,,,,v11 CBK Launch Team,YES,5/24/2013 13:27,CBK.TAM,,v11.GSI Manager.GSI Manager,
23365,Incident,5/13/2013 15:31,(JDA) CBKNAQA-3321 Shipment confirmation records failed to process into JDA. Potential inventory impact,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/16/2013 16:42,CBK.TAM,,v11.Order Processing Related Issues.Order Flow,
23364,Incident,5/13/2013 15:29,CBKNAQA-3312 Item with no color and no size is not cartable,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,5/24/2013 12:05,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
23352,Incident,5/13/2013 13:45,CBKNAQA-3308 No Data Prior to 5/3 in Store Reporting Need ASAP,Christopher and Banks,Closed,P1,,"Sriram, Saradha ",,,,,Change is Live,,v11 CBK Launch Team,YES,5/20/2013 13:43,CBK.TAM,,v11.GSI Store Reporting.GSI Store Reporting,
23351,Incident,5/13/2013 13:35,"CBKNAQA-3310 AOS enter card information and can't complete transaction after ""continue checkout"" is pressed. ",Christopher and Banks,Closed,P2,,,,,,,,,v11 CBK Launch Team,YES,7/24/2013 16:13,CBK.TAM,,v11.Storefront Related Issues.Checkout,
23350,Incident,5/13/2013 13:30,CBKNAQA-3317 Intermittantly the select country dropdown does not work,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,6/24/2013 10:52,CBK.TAM,,v11.Storefront Related Issues.Checkout,
23347,Incident,5/13/2013 13:23,"CBKNAQA-3322 In AOS, logged in to webstore, bill/ship address was still required to be entered. Strange e-mail address included on order confirmation page.  ",Christopher and Banks,Closed,P3,14,,,,,,,,v11 CBK Launch Team,YES,6/5/2013 10:24,CBK.TAM,,v11.Storefront Related Issues.Checkout,
23342,Incident,5/13/2013 13:10,(OMS) CBKNAQA-3323 Orders remain open in V11 but have shipped in Logpro,Christopher and Banks,Closed,P3,,,5/16/2013 10:08,,,,Change is Live,,v11 CBK Launch Team,NO,6/10/2013 15:46,,,v11.Warehouse Related Issues.LogPro,
23331,Incident,5/13/2013 12:13,CBKNAQA-3306 Script error after choosing color and size,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,7/19/2013 20:55,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
23322,Incident,5/13/2013 10:56,"CBKNAQA-3318 Alt images don't appear until you interact with the image, hover over it, or select a size",Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,5/17/2013 18:11,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
23316,Incident,5/13/2013 10:33,CBKNAQA-3303 CJ duplicate images for products not cartable appearing on site,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,6/6/2013 11:29,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
23315,Incident,5/13/2013 10:19,CBKNAQA-3300 - CBK - Ghost products appear on family pages,Christopher and Banks,Closed,P3,,"Murack, David ",,,,,,,v11 CBK Launch Team,NO,5/31/2013 16:06,CBK.TAM,,v11.Storefront Related Issues.Homepage,
23279,Incident,5/12/2013 20:01,CBKNAQA-3295-CBK: Clicking on sub-categories from top nav is giving a 404 error - URGENT,Central Tools Support User,Closed,P2,,"Jadhav, Sameer ",,,,,,,v11 CBK Launch Team,NO,5/13/2013 10:14,,,v11.Storefront Related Issues.WebStore Navigation,
23278,Request,5/12/2013 14:10,Help with changing a name on a existing subcategory,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,7/19/2013 20:56,CBK.TAM,,v11.GSI Store Reporting.GSI Store Reporting,
23272,Incident,5/12/2013 6:34,CBK/CJB - DW Order Job Failed for CJB,Christopher and Banks,Closed,P1,,"Sriram, Saradha ",,,,,,,v11 CBK Launch Team,NO,5/14/2013 12:01,CBK.TAM,,v11.Feeds Related Issues.Data Warehouse,
23270,Incident,5/11/2013 19:42,(OMS) Order which fail authourization are stuck in created status.( 100000125349; 100000104612;100000116126),Christopher and Banks,Closed,P3,,"Tarnoff, Lauren ",,,,,,,v11 CBK Launch Team,NO,7/19/2013 20:57,,,v11.Order Processing Related Issues.Order Flow,
23269,Incident,5/11/2013 19:05,OMS Alerts related to Fraud suspend are not getting resolved even after Fraud approval has been received.,Christopher and Banks,Closed,P3,,"Soni, Uttam ",5/30/2013 23:20,,,,,6/20/2013 23:18,v11 CBK Launch Team,NO,7/20/2013 22:49,,,v11.Order Processing Related Issues.Fraudnet,
23255,Request,5/11/2013 8:36,Request Monitor of 1st Intra Day Homepage/Promo change in V11,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,6/3/2013 15:43,CBK.TAM,,v11.GSI Manager.GSI Manager,
23252,Incident,5/11/2013 6:33,CBKNAQA-3307 CBK - DW product export from enfinity hasn't arrived yet,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/24/2013 11:20,CBK.TAM,,v11.Feeds Related Issues.Data Warehouse,
23247,Incident,5/10/2013 18:15,CBKNAQA-3304 - Fetchback Image URLs not working,Christopher and Banks,Closed,P2,,"Chaddha, Sanjeev ",,,,,,,v11 CBK Launch Team,NO,5/24/2013 11:02,CBK.TAM,,v11.Feeds Related Issues.Data Warehouse,
23239,Incident,5/10/2013 16:01,Contact Us Page not sending any emails,Christopher and Banks,Closed,P1,,,,,,,,,v11 CBK Launch Team,YES,5/16/2013 14:06,CBK.TAM,,v11.Storefront Related Issues.GSI Customer Care,
23237,Incident,5/10/2013 15:36,(JDA) CBKNAQA-3302 Update packing slip to show correct information,Christopher and Banks,Closed,P2,39,"Felix, Chris ",,,,,Change is Live,,v11 CBK Launch Team,YES,7/24/2013 15:45,CBK.TAM,,v11.Fulfillment Related Issues.Packslip,
23234,Incident,5/10/2013 15:11,CBKNAQA-3305 Webstore is not processing OMS inventory events consistently,Christopher and Banks,Closed,P1,,"Jadhav, Sameer ",5/10/2013 19:27,,,,,5/14/2013 15:24,v11 CBK Launch Team,YES,6/24/2013 10:37,CBK.TAM,,v11.Storefront Related Issues.Checkout,
23222,Incident,5/10/2013 13:31,Transaction failure alert from GOMEZ,Christopher and Banks,Closed,P3,,,5/10/2013 19:04,,,,,5/31/2013 19:03,v11 CBK Launch Team,NO,7/25/2013 10:44,CBK.TAM,,v11.Operations Related Issues.Server Issue,
23209,Incident,5/10/2013 11:13,(OMS) Order Line receives both Cancel and Ship Confirm from Logpro causing other order lines to remain unshipped.,Christopher and Banks,Closed,P3,,,5/16/2013 3:28,,,,Change is Live,,v11 CBK Launch Team,NO,6/28/2013 15:18,CBK.TAM,,v11.Warehouse Related Issues.LogPro,
