Aris,App.Name,Region,Geographical.Region,Client.Countries,Bus.Area,Functional.Group,Remedy.Support.Queue,Service.entitlement,App.Size,Average.Monthly.Ticket.Volume.Incidents,Average.Monthly.Ticket.Volume..P1,Average.Monthly.Ticket.Volume.P2,Average.Monthly.Ticket.Volume.P3,Average.Monthly.Ticket.Volume.P4,Average.Monthly.Ticket.Volume.Problems,Average.Monthly.Ticket.Volume.CRs,Approx.Number.of.Users,Application.Complexity,Ease.of.Transition,Platform.OS.Type,Database.Type,Comments,Average.MOnthly.Ticket.Volume.Incidents,App.Score,groups
EU-1313,LOGOPAK EU-1313,Europe,Europe,France,Material to Inventory,Integrated Supply Chain,KFE France MTI Manufacturing Appl Support,Silver,medium,1,NA,NA,1,NA,1,,92,Medium,,Windows Server,Oracle 10.2.0.3.0,Based on tickets asssigned to queue divided by no of apps in queue,1,0.000823963,5
EU-1330,MILTONIA (AGENTI) EU-1330,Europe,Europe,Italy,Record to Report,Corporate Functions,KFE Italy RTR Finance Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,2,Medium,,AIX,Oracle 10.1 or older 9.2.06,Based on Remedy 3 month data,1,1.79E-05,4
EU-1345,PAGO EU-1345,Europe,Europe,Switzerland,Material to Inventory,Integrated Supply Chain,KFE Switzerland MTI Appl Support,Silver,medium,1,NA,NA,1,NA,1,,30,Medium,,Windows Server,Oracle 10.210.2.0.4.0,Based on Remedy 3 month data,1,0.000268684,5
EU-1360,POPSY SYSTEMAT EU-1360,Europe,Europe,Belgium,Record to Report,Corporate Functions,KFE Benelux RTR Finance Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,2,Medium,,Windows Server,N/A,Calculated from avg Bronze apps in region,1,1.79E-05,4
EU-1365,PRISMA2 EU-1365,Europe,Europe,Spain,Material to Inventory,Integrated Supply Chain,KFE Iberia MTI Appl Support,Silver,medium,1,NA,NA,1,NA,1,,14,Medium,,Windows Server,Microsoft SQL Server 20008.00.2055,Based on tickets asssigned to queue divided by no of apps in queue,1,0.000125386,5
EU-1390,SECURIMASTER ACCESS EU-1390,Europe,Europe,Sweden,Manage People,Corporate Functions,KFE Nordic HTR Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,6,Medium,,,N/A,Calculated from avg Bronze apps in region,1,5.37E-05,4
EU-1391,SEGSOFT DYNAMIC EU-1391,Europe,Europe,"Norway, Sweden",Material to Inventory,Integrated Supply Chain,KFE Nordic Manufacturing Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,6,Medium,,,N/A,Based on tickets asssigned to queue divided by no of apps in queue,1,5.37E-05,4
EU-1397,SIMATIC IT LÖRRACH EU-1397,Europe,Europe,Germany,Material to Inventory,Integrated Supply Chain,KFE Germany Manufacturing Appl Support,Silver,medium,1,NA,NA,1,NA,1,,35,Medium,,"Desktop
",N/A,Tickets logged directly with Siemens on portal.  ,1,0.000313464,5
EU-1403,SIRIO TRADE DEALS EU-1403,Europe,Europe,Italy,Sell to Customer,Front Office,KFE Italy STC Sales Appl Support,Silver,medium,1,NA,NA,1,NA,1,,300,Medium,,,,Based on Remedy 3 month data,1,0.002686836,5
EU-1406,SP-EXPERT EU-1406,Europe,Europe,Switzerland,Material to Inventory,Integrated Supply Chain,KFE Switzerland MTI Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,20,Medium,,Windows Server,N/A,Calculated from avg Bronze apps in region,1,0.000179122,4
EU-1411,TECHNICAL SHEETS EU-1411,Europe,Europe,Belgium,Material to Inventory,Integrated Supply Chain,KFE Benelux MTI Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,400,Medium,,Windows Server,N/A,Based on tickets asssigned to queue divided by no of apps in queue,1,0.003582448,4
EU-1427,WILLETT EU-1427,Europe,Europe,Norway,Material to Inventory,Integrated Supply Chain,KFE Nordic Manufacturing Appl Support,Silver,medium,1,NA,NA,1,NA,1,,28,Medium,,Windows Server,SQL Server 10.0.5500.0,Based on tickets asssigned to queue divided by no of apps in queue,1,0.000250771,5
EU-1438,DIRMIS EU-1438,Europe,Europe,"Portugal, Sweden, Ireland, Norway, United Kingdom, Greece, Germany, Netherlands, Austria, Denmark, France, Spain, Finland, Switzerland, Belgium",Source to Pay,Integrated Supply Chain,KFE STP DIRMIS Dairy Procurement Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,106,Medium,,Windows Server,Microsoft SQL Server 20008.00.2055,Calculated from avg Bronze apps in region,1,0.000949349,4
EU-1441,CARDFIVE PROFESSIONAL EU-1441,Europe,Europe,Greece,Manage People,Corporate Functions,KFE Greece HTR Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,2,Medium,,"Desktop
",Desktop - Windows 7,Calculated from avg Bronze apps in region,1,1.79E-05,4
EU-1443,MASTERSIZER MICRO EU-1443,Europe,Europe,Greece,Material to Inventory,Integrated Supply Chain,KFE Greece Manufacturing Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,1,Medium,,"Desktop
",Desktop - Windows 7,Calculated from avg Bronze apps in region,1,8.96E-06,4
EU-1446,CAPABILITY FM-DIRECT EU-1446,Europe,Europe,Sweden,Manage People,Corporate Functions,KFE Nordic HTR Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,250,Medium,,,N/A,Calculated from avg Bronze apps in region,1,0.00223903,4
EU-1447,HAAKE RHEOWIN EU-1447,Europe,Europe,Greece,Material to Inventory,Integrated Supply Chain,KFE Greece Manufacturing Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,1,Medium,,"Desktop
",Desktop - Windows 7,Calculated from avg Bronze apps in region,1,8.96E-06,4
EU-1448,FACTS BOOK EU-1448,Europe,Europe,,Material to Inventory,Integrated Supply Chain,,Bronze,medium,1,NA,NA,1,NA,1,,100,Medium,,Windows Server,N/A,Calculated from avg Bronze apps in region,1,0.000895612,4
EU-1526,TRAZA EU-1526,Europe,Europe,Spain,Material to Inventory,Integrated Supply Chain,KFE Iberia MTI Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,17,Medium,,Windows Server,Oracle 10.1 or older 9.0.1.0.1,Based on tickets asssigned to queue divided by no of apps in queue,1,0.000152254,4
EU-1534,LIBRIX EU-1534,Europe,Europe,,Material to Inventory,Integrated Supply Chain,,Bronze,medium,1,NA,NA,1,NA,1,,500,Medium,,Windows Server,N/A,Calculated from avg Bronze apps in region,1,0.00447806,4
EU-1543,E-PURSE EU-1543,Europe,Europe,Greece,Manage People,Corporate Functions,KFE Greece HTR Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,4,Medium,,Windows Server,N/A,Calculated from avg Bronze apps in region,1,3.58E-05,4
EU-1587,FORMATIONS HABILITATIONS EU-1587,Europe,Europe,France,Manage People,Corporate Functions,KFE France HTR Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,7,Medium,,Windows Server,N/A,Based on tickets asssigned to queue divided by no of apps in queue,1,6.27E-05,4
EU-1615,MASCHINENDATENBANK EU-1615,Europe,Europe,Germany,Sell to Customer,Front Office,KFE Germany Appl Support (Infosys),Bronze,medium,1,NA,NA,1,NA,1,,5,Medium,,Windows Server,SQL Server 2003,Calculated from avg Bronze apps in region,1,4.48E-05,4
EU-1715,X-ACT/P-ACT EU-1715,Europe,Europe,"Netherlands, Belgium",Material to Inventory,Integrated Supply Chain,KFE Benelux MTI Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,50,Medium,,,N/A,Based on tickets asssigned to queue divided by no of apps in queue,1,0.000447806,4
EU-1716,CHIMED EU-1716,Europe,Europe,France,Manage People,Corporate Functions,KFE France HTR Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,5,Medium,,Windows Server,N/A,Based on tickets asssigned to queue divided by no of apps in queue,1,4.48E-05,4
EU-1730,COSWIN EU-1730,Europe,Europe,France,Material to Inventory,Integrated Supply Chain,KFE France MTI Manufacturing Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,200,Medium,,Windows Server,N/A,Based on tickets asssigned to queue divided by no of apps in queue,1,0.001791224,4
EU-1734,OCS-VMI EU-1734,Europe,Europe,France,Plan to Cash,Integrated Supply Chain,KFE France PTC Supply Chain Appl Support,Silver,medium,1,NA,NA,1,NA,1,,15,Medium,,Windows Server,SQL 2005,Based on Remedy 3 month data,1,0.000134342,5
EU-1741,ACT EU-1741,Europe,Europe,France,Material to Inventory,Integrated Supply Chain,KFE France Quality and R&D Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,150,Medium,,Windows Server,IBM Lotus Notes 6,Calculated from avg Bronze apps in region,1,0.001343418,4
EU-1767,SPACEMAN EU-1767,Europe,Europe,France,Sell to Customer,Front Office,KFE France STC Sales Appl Support,Silver,medium,1,NA,NA,1,NA,1,,300,Medium,,Windows Server,SQL 2005,Based on Remedy 3 month data,1,0.002686836,5
EU-1800,SIMATIC IT UPPLANDS VAESBY EU-1800,Europe,Europe,Sweden,Material to Inventory,Integrated Supply Chain,KFE Nordic Manufacturing Appl Support,Silver,medium,1,NA,NA,1,NA,1,,10,Medium,,Windows Server,N/A,Tickets logged directly with Siemens on portal.  ,1,8.96E-05,5
EU-1811,MYSGS EU-1811,Europe,Europe,"Netherlands, Belgium",Product Lifecycle Management,Integrated Supply Chain,,Bronze,medium,1,NA,NA,1,NA,1,,200,Medium,,,N/A,Calculated from avg Bronze apps in region,1,0.001791224,4
EU-2090,CAPE PACK EU-2090,Europe,Europe,"Ireland, United Kingdom",Product Lifecycle Management,Integrated Supply Chain,KFE UK Ireland Manufacturing Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,50,Medium,,Windows Server,N/A,Based on local knowledge due to not being recorded in remedy,1,0.000447806,4
EU-2103,CPA/HYPERMARK EXTRACT UTILITY EU-2103,Europe,Europe,,Corporate Services,Corporate Functions,,Bronze,medium,1,NA,NA,1,NA,1,,50,Medium,,,N/A,Calculated from avg Bronze apps in region,1,0.000447806,4
EU-2105,HYPERMARK EU-2105,Europe,Europe,,Corporate Services,Corporate Functions,,Bronze,medium,1,NA,NA,1,NA,1,,50,Medium,,Windows Server,N/A,Calculated from avg Bronze apps in region,1,0.000447806,4
EU-2106,S404 COMPLIANCE (AUDITS) EU-2106,Europe,Europe,,Record to Report,Corporate Functions,KFE UK Ireland HTR Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,300,Medium,,,N/A,Calculated from avg Bronze apps in region,1,0.002686836,4
EU-2118,AVANTIS EU-2118,Europe,Europe,Greece,Source to Pay,Integrated Supply Chain,,Bronze,medium,1,NA,NA,1,NA,1,,1,Medium,,AS/400,OS/400,Calculated from avg Bronze apps in region,1,8.96E-06,4
EU-2158,BLUE EU-2158,Europe,Europe,,Product Lifecycle Management,Integrated Supply Chain,,Bronze,medium,1,NA,NA,1,NA,1,,1000,Medium,,,N/A,Calculated from avg Bronze apps in region,1,0.008956119,4
EU-2198,IBACKS EU-2198,Europe,Europe,"Ireland, United Kingdom",Manage People,Corporate Functions,KFE UK Crediton APO SAP,Bronze,medium,1,NA,NA,1,NA,1,,1,Medium,,Windows Server,Microsoft SQL Server 20008.00.760,Calculated from avg Bronze apps in region,1,8.96E-06,4
EU-2226,Q-LIMIT (DOC. 9000) EU-2226,Europe,Europe,Spain,Material to Inventory,Integrated Supply Chain,KFE Iberia MTI Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,50,Medium,,,N/A,Based on tickets asssigned to queue divided by no of apps in queue,1,0.000447806,4
EU-2290,KRAFT MICROSITE / UK PEN MICROSITE (EXT) EU-2290,Europe,Europe,"Ireland, United Kingdom",Corporate Services,Corporate Functions,,Bronze,medium,1,NA,NA,1,NA,1,,500,Medium,,,N/A,Calculated from avg Bronze apps in region,1,0.00447806,4
EU-2672,COMINFO - PASSPORT EU-2672,Europe,Europe,Czech Republic,Manage People,Corporate Functions,CEEMA Czech & Slovak Applications,Bronze,medium,1,NA,NA,1,NA,1,,150,Medium,,,N/A,Calculated from avg Bronze apps in region,1,0.001343418,4
EU-2675,NUGGETSW EU-2675,Europe,Europe,Czech Republic,Manage People,Corporate Functions,CEEMA Czech & Slovak Applications,Bronze,medium,1,NA,NA,1,NA,1,,200,Medium,,,N/A,Calculated from avg Bronze apps in region,1,0.001791224,4
EU-2701,ASSUSOFT EU-2701,Europe,Europe,Belgium,Manage People,Corporate Functions,KFE Benelux HTR Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,20,Medium,,,N/A,Calculated from avg Bronze apps in region,1,0.000179122,4
EU-2720,GABIER EU-2720,Europe,Europe,France,Plan to Cash,Integrated Supply Chain,KFE France PTC Supply Chain Appl Support,Silver,medium,1,NA,NA,1,NA,1,,15,Medium,,Windows Server,N/A,Based on Remedy 3 month data,1,0.000134342,5
EU-2734,THE WIRE EU-2734,Multi Region,"Europe, Asia Pacific",,Market to Consumer,Front Office,Global CCS Sharepoint 2010 Business Support,Bronze,medium,1,NA,NA,1,NA,1,,1000,Medium,,Sharepoint,Sharepoint 2013,Calculated from avg Bronze apps in region,1,0.008956119,7
EU-2741,DIGIFORMS EU-2741,Europe,Europe,Slovakia,Source to Pay,Integrated Supply Chain,CEEMA Czech & Slovak Applications,Bronze,medium,1,NA,NA,1,NA,1,,500,Medium,,Windows Server,"SQL Server 2012, C# .Net 2.0",Calculated from avg Bronze apps in region,1,0.00447806,4
EU-2797,INTOUCH EU-2797,Europe,Europe,France,Material to Inventory,Integrated Supply Chain,KFE France Plants Engineering Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,1,Medium,,Windows Server,N/A,Calculated from avg Bronze apps in region,1,8.96E-06,4
EU-2841,SIMATIC IT AND PRINTING SERVICES FRANCE EU-2841,Europe,Europe,France,Material to Inventory,Integrated Supply Chain,KFE France MTI Manufacturing Appl Support,Gold,medium,1,NA,NA,1,NA,1,,1,Medium,,Windows Server,N/A,Tickets logged directly with Siemens on portal.  ,1,8.96E-06,6
EU-2859,FABER/WAM EU-2859,Europe,Europe,Italy,Corporate Services,Corporate Functions,KFE Italy PTC Supply Chain Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,400,Medium,,,N/A,Based on tickets asssigned to queue divided by no of apps in queue,1,0.003582448,4
EU-2883,JWS EU-2883,Europe,Europe,Poland,Plan to Cash,Integrated Supply Chain,CEEMA Poland Applications,Silver,medium,1,NA,NA,1,NA,1,,10,Medium,,"Desktop
",Desktop - Windows 7,Based on tickets asssigned to queue divided by no of apps in queue,1,8.96E-05,5
EU-2904,NexONTIME EU-2904,Europe,Europe,Hungary,Manage People,Corporate Functions,,Bronze,medium,1,NA,NA,1,NA,1,,250,Medium,,Windows Server,N/A,Calculated from avg Bronze apps in region,1,0.00223903,4
EU-2941,SPC-Datalyzer EU-2941,Europe,Europe,Spain,Material to Inventory,Integrated Supply Chain,KFE Iberia MTI Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,20,Medium,,Windows Server,N/A,Based on tickets asssigned to queue divided by no of apps in queue,1,0.000179122,4
EU-2942,Sintact EU-2942,Europe,Europe,Romania,Corporate Services,Corporate Functions,CEEMA Romania Applications,Bronze,medium,1,NA,NA,1,NA,1,,20,Medium,,,N/A,Calculated from avg Bronze apps in region,1,0.000179122,4
EU-2945,SAFIR EU-2945,Multi Region,"Europe, EEMEA","Nigeria, Turkey, United Arab Emirates, South Africa, Saudi Arabia, Egypt, Romania",Sell to Customer,Front Office,CEEMA Safir/Cubis,Bronze,medium,1,NA,NA,1,NA,1,,57,Medium,,Windows Server,MS SQL Server...,Calculated from avg Bronze apps in region,1,0.000510499,7
EU-2959,Interflex EU-2959,Europe,Europe,"Austria, Germany",Manage People,Corporate Functions,,Bronze,medium,1,NA,NA,1,NA,1,,30,Medium,,Windows Server,N/A,Calculated from avg Bronze apps in region,1,0.000268684,4
EU-3013,Overall Equipment Efficiency EU-3013,EEMEA,EEMEA,Bahrain,Material to Inventory,Integrated Supply Chain,CEEMAE-UAE Dubai Onsite HCL,Bronze,medium,1,NA,1,NA,NA,NA,0.25,42,Medium,,Windows Server,SQL server 2008,,1,0.000376157,2
EU-3025,Crefoscore EU-3025,Europe,Europe,Germany,Record to Report,Corporate Functions,,Bronze,medium,1,NA,NA,1,NA,1,,6,Medium,,"Desktop
",,Calculated from avg Bronze apps in region,1,5.37E-05,4
EU-3026,Treasalyzer EU-3026,Europe,Europe,Germany,Record to Report,Corporate Functions,,Bronze,medium,1,NA,NA,1,NA,1,,11,Medium,,"Desktop
",,Calculated from avg Bronze apps in region,1,9.85E-05,4
EU-3037,KFZ-DB EU-3037,Europe,Europe,Germany,Corporate Services,Corporate Functions,,Bronze,medium,1,NA,NA,1,NA,1,,10,Medium,,"Desktop
",,Calculated from avg Bronze apps in region,1,8.96E-05,4
EU-3062,Employee Online Leave system EU-3062,EEMEA,EEMEA,"Botswana, Swaziland, South Africa",Manage People,Corporate Functions,EMEA South Africa Procurement,Silver,medium,1,NA,NA,1,NA,NA,,10,Medium,,Windows Server,SQL 2005,,1,8.96E-05,10
EU-3073,Hipath Am Version 2 Billing Software EU-3073,EEMEA,EEMEA,Nigeria,Collaboration and Content Services,CTO,CEEMA Nigeria On-site,Bronze,medium,1,NA,NA,NA,1,NA,,6,Medium,,Windows Server,SQL Server 2008 R2,,1,5.37E-05,2
EU-3092,MEU CF CGA Message Book EU-3092,Europe,Europe,,Corporate Services,Corporate Functions,,Bronze,medium,1,NA,NA,1,NA,1,,200,Medium,,,,Calculated from avg Bronze apps in region,1,0.001791224,4
EU-3098,Siemens Line Monitoring System OEE/GE EU-3098,EEMEA,EEMEA,Bahrain,Material to Inventory,Integrated Supply Chain,CEEMAE-UAE Dubai Onsite HCL,Bronze,medium,1,NA,1,NA,NA,NA,0.25,42,Medium,,Windows Server,SQL server 2008,,1,0.000376157,2
NA-1619,BRIGHT IDEA NA-1619,Multi Region,"Latin America, Europe, EEMEA, North America, Asia Pacific","Australia, Brazil, Mexico, France, Switzerland, China, Costa Rica, Indonesia, United Kingdom, Bolivia, Canada, Venezuela, United States, Spain, Belgium, Sweden, Germany",Collaboration and Content Services,CTO,NA PLM Bright Idea Innovation Appl Support,Bronze,medium,1,NA,NA,NA,NA,NA,,500,Medium,,,,,1,0.00447806,7
NA-2011,GLOBAL CAPITAL TRACKING SYSTEM  NA-2011,Multi Region,"Asia Pacific, Europe, Latin America, EEMEA, North America",United States,Material to Inventory,Integrated Supply Chain,NA MTI SAP Manufacturing Appl Support,Bronze,medium,1,NA,NA,1,NA,NA,,200,Medium,,,,,1,0.001791224,7
NA-2129,BrightIdea NA-2129,Multi Region,"Asia Pacific, EEMEA, Latin America, Europe, North America",,Collaboration and Content Services,CTO,,Bronze,medium,1,NA,NA,NA,NA,NA,,5000,Medium,,,,,1,0.044780597,7
AP-348,EASY FORECASTER AP-348,Asia Pacific,Asia Pacific,India,Plan to Cash,Integrated Supply Chain,AP India On-site,Bronze,medium,2,NA,NA,1,1,NA,,1,Medium,,,,,2,1.79E-05,1
EU-1061,EMEA AT WAMAS  EU-1061,Europe,Europe,Austria,Plan to Cash,Integrated Supply Chain,KFE Cross-functional Appl Support,Gold,medium,2,NA,NA,2,NA,2,,90,Medium,,,,Calculated from Avg of Gold apps in region,2,0.001612102,6
EU-1064,MFG/PRO  EU-1064,Europe,Europe,Bulgaria,Material to Inventory,Integrated Supply Chain,,Gold,medium,2,NA,NA,2,NA,2,,15,Medium,,,N/A,Calculated from Avg of Gold apps in region,2,0.000268684,6
EU-1072,MFG/PRO  EU-1072,Europe,Europe,Romania,Material to Inventory,Integrated Supply Chain,,Gold,medium,2,NA,NA,2,NA,2,,195,Medium,,AIX,N/A,Calculated from Avg of Gold apps in region,2,0.003492887,6
EU-1329,MILK PAYROLL (CODICEQ) EU-1329,Europe,Europe,Italy,Source to Pay,Integrated Supply Chain,KFE Italy RTR Finance Appl Support,Bronze,medium,2,NA,NA,2,NA,2,,5,Medium,,Windows Server,SQL 2005,Based on tickets asssigned to queue divided by no of apps in queue,2,8.96E-05,4
EU-1400,SIRIO NUMERICHE EU-1400,Europe,Europe,Italy,Plan to Cash,Integrated Supply Chain,KFE Italy STC Sales Appl Support,Silver,medium,2,NA,NA,2,NA,2,,50,Medium,,Unix ,,Based on tickets asssigned to queue divided by no of apps in queue,2,0.000895612,5
EU-1408,STREAMSERVE EU-1408,Europe,Europe,Switzerland,Material to Inventory,Integrated Supply Chain,KFE Switzerland PTC Supply Chain Appl Support,Silver,medium,2,NA,NA,2,NA,2,,118,Medium,,"Desktop
",N/A,Based on Remedy 3 month data,2,0.002113644,5
EU-1425,LUSID GPA EU-1425,Europe,Europe,France,Plan to Cash,Integrated Supply Chain,KFE France PTC Supply Chain Appl Support,Silver,medium,2,NA,NA,2,NA,2,,20,Medium,,Windows Server,Oracle 10.210.2.0.1,Based on tickets asssigned to queue divided by no of apps in queue,2,0.000358245,5
EU-1675,INFOMARGIN EU-1675,Europe,Europe,Italy,Sell to Customer,Front Office,KFE Italy STC Sales Appl Support,Bronze,medium,2,NA,NA,2,NA,2,,15,Medium,,Windows Server,SQL Server 9.00.5057.00,Based on tickets asssigned to queue divided by no of apps in queue,2,0.000268684,4
EU-1759,EXPERTEAM EU-1759,Europe,Europe,France,Sell to Customer,Front Office,KFE France STC Sales Appl Support,Silver,medium,2,NA,NA,2,NA,2,,200,Medium,,Windows Server,SQL 2005,Based on Remedy 3 month data,2,0.003582448,5
EU-1762,PROMOBOX EU-1762,Europe,Europe,France,Sell to Customer,Front Office,KFE France STC Sales Appl Support,Silver,medium,2,NA,NA,2,NA,2,,200,Medium,,Windows Server,SQL 2005,Based on tickets asssigned to queue divided by no of apps in queue,2,0.003582448,5
EU-2087,SHEFF T&A (DIRECTIONAL) EU-2087,Europe,Europe,"United Kingdom, Ireland",Manage People,Corporate Functions,KFE UK Ireland HTR Appl Support,Bronze,medium,2,NA,NA,2,NA,2,,1,Medium,,Windows Server,SQL 2008,Based on local knowledge.  Will be moved to Kronos in 2016.,2,1.79E-05,4
EU-2696,HELICOPTER EU-2696,Europe,Europe,Italy,Sell to Customer,Front Office,KFE Italy STC Sales Appl Support,Bronze,medium,2,NA,NA,2,NA,2,,50,Medium,,,N/A,Based on tickets asssigned to queue divided by no of apps in queue,2,0.000895612,4
EU-2787,NSKEP PP EU-2787,Europe,Europe,France,Plan to Cash,Integrated Supply Chain,KFE France PTC Supply Chain Appl Support,Silver,medium,2,NA,NA,2,NA,2,,10,Medium,,Windows Server,N/A,Based on tickets asssigned to queue divided by no of apps in queue,2,0.000179122,5
EU-2888,TABELIS EU-2888,Europe,Europe,Lithuania,Manage People,Corporate Functions,CEEMA Lithuania On-site,Bronze,medium,2,NA,NA,2,NA,2,,30,Medium,,Windows Server,N/A,Based on tickets asssigned to queue divided by no of apps in queue,2,0.000537367,4
EU-2939,Gestione Telefonia EU-2939,Europe,Europe,Italy,Sell to Customer,Front Office,KFE Italy STC Sales Appl Support,Gold,medium,2,NA,NA,2,NA,2,,800,Medium,,0,N/A,Based on tickets asssigned to queue divided by no of apps in queue,2,0.014329791,6
EU-3066,SAGE 500 (Bank Payment) BIMO EU-3066,EEMEA,EEMEA,Morocco,Record to Report,Corporate Functions,CEEMA Morocco Service Desk,Silver,medium,2,NA,NA,1,1,NA,,2,Medium,moderate,"Desktop
",Desktop - Windows 7,,2,3.58E-05,10
EU-3107,OPAL Morocco EU-3107,EEMEA,EEMEA,Morocco,Record to Report,Corporate Functions,,Silver,medium,2,NA,NA,NA,2,NA,,5,Medium,easy,Windows Server,MS SQL 2008,,2,8.96E-05,10
EU-3112,OPAL Russia EU-3112,EEMEA,EEMEA,Russian Federation,Record to Report,Corporate Functions,,Silver,medium,2,NA,NA,NA,2,NA,,5,Medium,,Windows Server,MS SQL 2008,,2,8.96E-05,10
EU-3118,Net2 (Paxton) EU-3118,Europe,Europe,"Ireland, United Kingdom",Manage People,Corporate Functions,,Gold,medium,2,NA,NA,2,NA,2,,150,Medium,,,,Calculated from Avg of Gold apps in region,2,0.002686836,6
EU-3120,iRep EU-3120,Europe,Europe,Italy,Sell to Customer,Front Office,KFE Italy STC Sales Appl Support,Bronze,medium,2,NA,NA,2,NA,2,,300,Medium,,,,Based on tickets asssigned to queue divided by no of apps in queue,2,0.005373672,4
EU-3121,IC - GPS (Routard) EU-3121,Europe,Europe,Italy,Sell to Customer,Front Office,KFE Italy STC Sales Appl Support,Bronze,medium,2,NA,NA,2,NA,2,,100,Medium,,,,Based on tickets asssigned to queue divided by no of apps in queue,2,0.001791224,4
NA-778,CAPE PACK - EUROPEAN NA-778,Europe,Europe,"Germany, France, Norway, United Kingdom",Product Lifecycle Management,Integrated Supply Chain,NA PLM Various Appl Support,Bronze,medium,2,NA,NA,2,NA,2,,400,Medium,,"Desktop
",Not Applicable,Based on tickets asssigned to queue divided by no of apps in queue,2,0.007164896,4
AP-021,DATASYSTEM AP-021,Asia Pacific,Asia Pacific,Taiwan,Sell to Customer,Front Office,AP Southeast Asia PTC Appl Support,Silver,medium,3,NA,NA,3,NA,NA,,97,Medium,,Windows Server,SQL 2000 & SQL 2003,,3,0.002606231,8
AP-461,MERANET AP-461,Multi Region,"Asia Pacific, EEMEA","India, Pakistan",Sell to Customer,Front Office,AP India On-site,Silver,medium,3,NA,NA,3,NA,NA,,1,Medium,,Windows Server,"SQLServer 2012
",,3,2.69E-05,8
AP-613,Time and attendance system - TMS AP-613,Multi Region,"Asia Pacific, EEMEA","Pakistan, India",Manage People,Corporate Functions,AP India On-site,Silver,medium,3,NA,NA,3,NA,NA,,3,Medium,,"Desktop
",Desktop - Windows 7,,3,8.06E-05,5
AP-700,STAC V3 AP-700,Asia Pacific,Asia Pacific,Australia,Manage People,,AP Australia Appl Support,Silver,medium,3,NA,NA,NA,3,NA,0.2,1,Medium,,Windows Server,"SQL Database 2005
",,3,2.69E-05,8
AP-728,ACNIELSEN ANSWERS DESKTOP 7.5.12 AP-728,Asia Pacific,Asia Pacific,"Indonesia, China, Hong Kong, New Zealand, India, Malaysia, Australia, Viet Nam, Singapore, Philippines, Thailand",Market to Consumer,,AP Australia Appl Support,Bronze,medium,3,NA,NA,NA,3,NA,,170,Medium,,0,,,3,0.004567621,1
AP-741,Readsoft Interpret AP-741,Asia Pacific,Asia Pacific,"Philippines, Australia, Singapore",Source to Pay,Integrated Supply Chain,AP STP SAP Appl Support,Silver,medium,3,NA,NA,3,NA,NA,,50,Medium,,Oracle,Oracle Version 11g R2,,3,0.001343418,8
EU-1018,PALLET LABEL SYSTEM EU-1018,Europe,Europe,Slovakia,Material to Inventory,Integrated Supply Chain,CEEMA Czech & Slovak Applications,Silver,medium,3,NA,NA,3,NA,3,,18,Medium,,Windows Server,N/A,Calculated from Avg of Silver apps in region,3,0.00048363,5
EU-1118,KSDTFL EU-1118,Europe,Europe,"Sweden, Norway",Plan to Cash,Integrated Supply Chain,KFE Nordic PTC Supply Chain Appl Support,Silver,medium,3,NA,NA,3,NA,3,,10,Medium,,Windows Server,Oracle 10.2.0.3,Calculated from Avg of Silver apps in region,3,0.000268684,5
EU-1218,CODING & LABELLING EU-1218,Europe,Europe,Italy,Material to Inventory,Integrated Supply Chain,KFE Italy Manufacturing Appl Support,Silver,medium,3,NA,NA,3,NA,3,,6,Medium,,Windows Server,N/A,Calculated from Avg of Silver apps in region,3,0.00016121,5
EU-1219,COMETE EU-1219,Europe,Europe,France,Sell to Customer,Front Office,KFE France BI Appl Support,Silver,medium,3,NA,NA,3,NA,3,,317,Medium,,AIX,Oracle 10.2.0.1,Based on tickets asssigned to queue divided by no of apps in queue,3,0.00851727,5
EU-1267,FLEX EU-1267,Europe,Europe,"Sweden, Denmark",Manage People,Corporate Functions,KFE Nordic HTR Appl Support,Silver,medium,3,NA,NA,3,NA,3,,15,Medium,,Windows Server,N/A,Calculated from Avg of Silver apps in region,3,0.000403025,5
